id_carro,marca,modelo,versao,cor,ano_fabricacao,quilometragem,idade_anos,trm,preco,valor_parcela,loja,cidade,estado
1180489,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,53828,1,4486,72000.0,1066.0,Campo Grande,Campo Grande,MS
1118025,Hyundai,Hb20,Sense Plus 1.0 Flex 12V Mec.,Preto,2025,45087,1,3757,72000.0,1066.0,Betim,Betim,MG
1193797,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,54869,1,4572,72000.0,1066.0,Cuiabá,Cuiabá,MT
1144882,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,61000,1,5083,72000.0,1066.0,Curitiba Mario Tourinho,Curitiba,PR
1105385,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,57884,2,2412,72000.0,1066.0,Vitória,Vitória,ES
1144619,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,65410,1,5451,72000.0,1066.0,São Paulo Santana,São Paulo,SP
1100596,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,68131,2,2839,72000.0,1066.0,Belém Senador,Belém,PA
1199318,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,57211,1,4768,72000.0,1066.0,Belo Horizonte Raja,Belo Horizonte,MG
1116623,Peugeot,208,Like 1.0 Flex 6V 5P Mec.,Branco,2024,47577,2,1982,72100.0,1067.48,São Leopoldo,São Leopoldo,RS
1104330,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,52027,2,2168,72100.0,1067.48,Betim,Betim,MG
1219565,Fiat,Argo,1.0 6V Flex,Branco,2025,38022,1,3168,72100.0,1067.48,Auto Shopping Lauro de Freitas,Lauro de Freitas,BA
1098362,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2024,58664,2,2444,72100.0,1067.48,Sorocaba Dom Aguirre,Sorocaba,SP
1054087,Fiat,Cronos,Drive 1.0 6V Flex,Preto,2024,75352,2,3140,72100.0,1067.48,Maringá,Maringá,PR
1109835,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2024,58925,2,2455,72100.0,1067.48,Bauru,Bauru,SP
1099429,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,48707,2,2029,72100.0,1067.48,Rio de Janeiro Tijuca,Rio de Janeiro,RJ
1100657,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,49663,2,2069,72100.0,1067.48,São José dos Campos,São José dos Campos,SP
1070662,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2024,57851,2,2410,72100.0,1067.48,Nova Iguaçu,Nova Iguaçu,RJ
1088871,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Preto,2024,54754,2,2281,72100.0,1067.48,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1105363,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,46594,2,1941,72100.0,1067.48,Suzano,Suzano,SP
1098606,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2024,51072,2,2128,72100.0,1067.48,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1089085,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2024,59483,2,2478,72100.0,1067.48,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1138578,Fiat,Argo,1.0 6V Flex,Branco,2025,38448,1,3204,72100.0,1067.48,Auto Shopping Fórmula,Várzea Grande,MT
1105687,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,47550,2,1981,72100.0,1067.48,Rio de Janeiro Campo Grande,Rio de Janeiro,RJ
1105146,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,45446,2,1894,72100.0,1067.48,Mogi das Cruzes,Mogi das Cruzes,SP
1191003,Fiat,Cronos,Drive 1.0 6V Flex,Preto,2025,75186,1,6266,72200.0,1068.96,São José dos Pinhais,São José dos Pinhais,PR
954238,Volkswagen,Saveiro,Robust 1.6 Total Flex 16V,Branco,2023,53867,3,1496,72200.0,1068.96,Praia Grande,Praia Grande,SP
1103508,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,57527,2,2397,72200.0,1068.96,Fortaleza,Fortaleza,CE
1071234,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,57132,2,2380,72200.0,1068.96,Fortaleza,Fortaleza,CE
1193589,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,61221,1,5102,72200.0,1068.96,Joinville,Joinville,SC
1164783,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Cinza,2025,44107,1,3676,72200.0,1068.96,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1220485,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12V Mec.,Prata,2025,78022,1,6502,72200.0,1068.96,Curitiba Floriano,Curitiba,PR
1176049,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,68397,1,5700,72200.0,1068.96,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
962142,Volkswagen,Saveiro,Robust 1.6 Total Flex 16V,Branco,2023,57408,3,1595,72200.0,1068.96,Bauru,Bauru,SP
1071464,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,56848,2,2369,72200.0,1068.96,Teresina,Teresina,PI
1163738,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,86502,1,7208,72200.0,1068.96,Santos,Santos,SP
1273763,Citroen,C3,Live Pack 1.0 Flex 6V 5P Mec.,Cinza,2025,36254,1,3021,72200.0,1068.96,Auto Shopping Passeio das Águas,Goiânia,GO
1149391,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,76682,1,6390,72200.0,1068.96,Auto Shopping Fórmula,Várzea Grande,MT
1229157,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,83968,1,6997,72200.0,1068.96,Osasco,Osasco,SP
839287,Fiat,Strada,Endurance 1.4 Flex 8V Cs Plus,Prata,2022,60870,4,1268,72200.0,1068.96,Vitória,Vitória,ES
1173025,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,83600,1,6967,72200.0,1068.96,Bauru,Bauru,SP
1152792,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,75300,1,6275,72200.0,1068.96,Guarulhos Timoteo Penteado,Guarulhos,SP
1127739,Fiat,Argo,1.0 6V Flex,Branco,2025,15815,1,1318,72300.0,1070.44,Guarulhos Timoteo Penteado,Guarulhos,SP
1146866,Hyundai,Hb20,Sense Plus 1.0 Flex 12V Mec.,Branco,2025,30956,1,2580,72300.0,1070.44,Nova Iguaçu,Nova Iguaçu,RJ
1264636,Chevrolet,Onix,Hatch 1.0 12V Flex 5P Mec.,Cinza,2025,47797,1,3983,72300.0,1070.44,Limeira,Limeira,SP
1152420,Fiat,Argo,1.0 6V Flex,Cinza,2025,40145,1,3345,72400.0,1071.93,São Paulo Vila Guilherme,São Paulo,SP
1020001,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Preto,2024,57811,2,2409,72400.0,1071.93,Várzea Grande,Várzea Grande,MT
1224449,Fiat,Argo,Drive 1.0 6V Flex,Prata,2025,67016,1,5585,72400.0,1071.93,Porto Alegre Sarandi,Porto Alegre,RS
1194101,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,46024,1,3835,72400.0,1071.93,Londrina,Londrina,PR
1020001,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Preto,2024,57811,2,2409,72400.0,1071.93,Várzea Grande,Várzea Grande,MT
1224449,Fiat,Argo,Drive 1.0 6V Flex,Prata,2025,67016,1,5585,72400.0,1071.93,Porto Alegre Sarandi,Porto Alegre,RS
1226643,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,80729,1,6727,72400.0,1071.93,São Luís,São Luís,MA
1098668,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2024,61014,2,2542,72400.0,1071.93,Belém Senador,Belém,PA
1194042,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,45874,1,3823,72400.0,1071.93,Caxias do Sul,Caxias do Sul,RS
1157020,Fiat,Argo,1.0 6V Flex,Branco,2025,45710,1,3809,72400.0,1071.93,Bauru,Bauru,SP
1199568,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,48149,1,4012,72400.0,1071.93,Betim,Betim,MG
995959,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,43648,2,1819,72400.0,1071.93,São Carlos,São Carlos,SP
1199435,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,44745,1,3729,72400.0,1071.93,Teresina,Teresina,PI
1193876,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,48230,1,4019,72400.0,1071.93,Serra,Serra,ES
1014680,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,44300,2,1846,72400.0,1071.93,Maringá,Maringá,PR
1104423,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,40724,2,1697,72400.0,1071.93,Rio de Janeiro Duque de Caxias,Duque de Caxias,RJ
1176271,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,70200,1,5850,72400.0,1071.93,Contagem Babita Camargo,Contagem,MG
1169301,Fiat,Argo,1.0 6V Flex,Branco,2025,43694,1,3641,72400.0,1071.93,Guarulhos Timoteo Penteado,Guarulhos,SP
1149425,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,48599,1,4050,72400.0,1071.93,Nova Iguaçu,Nova Iguaçu,RJ
1193423,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Cinza,2025,56914,1,4743,72400.0,1071.93,Teresina,Teresina,PI
1194099,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,47980,1,3998,72400.0,1071.93,Porto Alegre Ipiranga,Porto Alegre,RS
1157436,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,58311,1,4859,72400.0,1071.93,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1164776,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,47786,1,3982,72400.0,1071.93,Juiz de Fora,Juiz de Fora,MG
1193950,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,43596,1,3633,72400.0,1071.93,Caxias do Sul,Caxias do Sul,RS
1157436,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,58311,1,4859,72400.0,1071.93,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1182187,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,59711,1,4976,72400.0,1071.93,Porto Alegre Ipiranga,Porto Alegre,RS
1193965,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,43786,1,3649,72400.0,1071.93,Canoas,Canoas,RS
1164776,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,47786,1,3982,72400.0,1071.93,Juiz de Fora,Juiz de Fora,MG
1131607,Hyundai,Hb20,Sense Plus 1.0 Flex 12V Mec.,Branco,2025,47524,1,3960,72400.0,1071.93,Osasco,Osasco,SP
1130748,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,63457,1,5288,72500.0,1073.41,Joinville,Joinville,SC
1149433,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,65423,1,5452,72500.0,1073.41,Auto Shopping Mundo Car,São José,SC
1246094,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,71512,1,5959,72500.0,1073.41,Niterói,Niterói,RJ
1035997,Citroen,C3,Live Pack 1.0 Flex 6V 5P Mec.,Cinza,2024,19359,2,807,72500.0,1073.41,Rio de Janeiro Intendente Magalhães,Rio de Janeiro,RJ
1180584,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,21632,1,1803,72500.0,1073.41,Nova Iguaçu,Nova Iguaçu,RJ
962061,Volkswagen,Saveiro,Robust 1.6 Total Flex 16V,Branco,2023,51213,3,1423,72600.0,1074.89,Praia Grande,Praia Grande,SP
1217872,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,69028,1,5752,72600.0,1074.89,Aparecida de Goiânia,Aparecida de Goiânia,GO
1222236,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,60663,1,5055,72600.0,1074.89,Goiânia Mutirão,Goiânia,GO
1222105,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,62236,1,5186,72600.0,1074.89,Goiânia Mutirão,Goiânia,GO
1213968,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2025,82757,1,6896,72600.0,1074.89,São Leopoldo,São Leopoldo,RS
1194021,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,48417,1,4035,72600.0,1074.89,Taguatinga,Brasília,DF
937390,Volkswagen,Saveiro,Robust 1.6 Total Flex 16V,Branco,2023,58578,3,1627,72600.0,1074.89,São Paulo Miguel Estefano,São Paulo,SP
1236623,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,58759,1,4897,72600.0,1074.89,São José,São José,SC
1222673,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,57768,1,4814,72600.0,1074.89,Itajaí,Itajaí,SC
1239081,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,55293,1,4608,72600.0,1074.89,São Bernardo do Campo,São Bernardo do Campo,SP
1211345,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,54156,1,4513,72600.0,1074.89,São José dos Pinhais,São José dos Pinhais,PR
1225571,Fiat,Argo,Drive 1.0 6V Flex,Prata,2025,50586,1,4216,72600.0,1074.89,Rio de Janeiro Duque de Caxias,Duque de Caxias,RJ
1238897,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,62480,1,5207,72600.0,1074.89,Uberlândia,Uberlândia,MG
1068012,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,62186,2,2591,72600.0,1074.89,Salvador Paralela,Salvador,BA
1138448,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,48265,1,4022,72600.0,1074.89,São Paulo Miguel Estefano,São Paulo,SP
1131038,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,53917,1,4493,72600.0,1074.89,Blumenau,Blumenau,SC
1225874,Fiat,Argo,Drive 1.0 6V Flex,Prata,2025,55214,1,4601,72600.0,1074.89,Rio de Janeiro Duque de Caxias,Duque de Caxias,RJ
1222673,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,57768,1,4814,72600.0,1074.89,Itajaí,Itajaí,SC
1194069,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,54669,1,4556,72600.0,1074.89,Itajaí,Itajaí,SC
1156661,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,74122,1,6177,72600.0,1074.89,São Paulo São Miguel,São Paulo,SP
1138480,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,45269,1,3772,72600.0,1074.89,São Paulo Santana,São Paulo,SP
1247497,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,55641,1,4637,72600.0,1074.89,Rio de Janeiro Av. das Américas,Rio de Janeiro,RJ
1221307,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,59262,1,4938,72600.0,1074.89,Joinville,Joinville,SC
853686,Chevrolet,Onix,Hatch Lt 1.0 12V Flex 5P Mec.,Branco,2023,46012,3,1278,72600.0,1074.89,São Paulo Miguel Estefano,São Paulo,SP
1195900,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,87100,1,7258,72600.0,1074.89,São José dos Campos,São José dos Campos,SP
1261951,Fiat,Argo,Drive 1.0 6V Flex,Prata,2026,62401,0,10400,72700.0,1076.37,Uberlândia,Uberlândia,MG
1194157,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,43763,1,3647,72700.0,1076.37,Betim,Betim,MG
1191168,Fiat,Cronos,Drive 1.0 6V Flex,Prata,2025,86888,1,7241,72700.0,1076.37,Jundiaí,Jundiaí,SP
1186024,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12V Mec.,Cinza,2025,89092,1,7424,72700.0,1076.37,São José do Rio Preto,São José do Rio Preto,SP
1186024,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12V Mec.,Cinza,2025,89092,1,7424,72700.0,1076.37,São José do Rio Preto,São José do Rio Preto,SP
1047614,Peugeot,208,Like 1.0 Flex 6V 5P Mec.,Branco,2024,36517,2,1522,72700.0,1076.37,Auto Shopping Passeio das Águas,Goiânia,GO
1182063,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2025,87963,1,7330,72700.0,1076.37,Auto Shopping Mundo Car,São José,SC
1082000,Volkswagen,Saveiro,Robust 1.6 Total Flex 16V Cd,Branco,2024,76023,2,3168,72700.0,1076.37,Brasília SIA,Brasília,DF
1170238,Fiat,Argo,1.0 6V Flex,Branco,2025,34464,1,2872,72800.0,1077.85,Uberlândia,Uberlândia,MG
1109806,Fiat,Argo,1.0 6V Flex,Vermelho,2025,37739,1,3145,72800.0,1077.85,Maceió,Maceió,AL
1071664,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,49044,2,2044,72800.0,1077.85,Contagem Babita Camargo,Contagem,MG
1191255,Fiat,Cronos,Drive 1.0 6V Flex,Prata,2025,76934,1,6411,72800.0,1077.85,Santo André,Santo André,SP
1156166,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2025,65223,1,5435,72800.0,1077.85,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1149513,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,62513,1,5209,72800.0,1077.85,Caxias do Sul,Caxias do Sul,RS
1062916,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2024,59659,2,2486,72800.0,1077.85,Contagem Babita Camargo,Contagem,MG
1182661,Citroen,C3,Live Pack 1.0 Flex 6V 5P Mec.,Branco,2025,54212,1,4518,72800.0,1077.85,Jundiaí,Jundiaí,SP
1241102,Citroen,C3,Live Pack 1.0 Flex 6V 5P Mec.,Preto,2025,58390,1,4866,72800.0,1077.85,Rio Claro,Rio Claro,SP
1238294,Citroen,C3,Live Pack 1.0 Flex 6V 5P Mec.,Preto,2025,50540,1,4212,72800.0,1077.85,Campinas Orosimbo,Campinas,SP
1138576,Fiat,Argo,1.0 6V Flex,Branco,2025,39089,1,3257,72800.0,1077.85,Várzea Grande,Várzea Grande,MT
1174835,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,80678,1,6723,72800.0,1077.85,Goiânia Mutirão,Goiânia,GO
1134486,Fiat,Argo,Drive 1.0 6V Flex,Vermelho,2025,59703,1,4975,72900.0,1079.33,Serra,Serra,ES
967010,Hyundai,Hb20,Comfort 1.0 Flex 12V Mec.,Branco,2024,52345,2,2181,72900.0,1079.33,Sorocaba Dom Aguirre,Sorocaba,SP
1208497,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,84851,1,7071,72900.0,1079.33,São José dos Campos,São José dos Campos,SP
1235253,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,60088,1,5007,73000.0,1080.81,Betim,Betim,MG
1126909,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,55215,1,4601,73000.0,1080.81,São Paulo Vila Guilherme,São Paulo,SP
1081130,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2024,56328,2,2347,73000.0,1080.81,Joinville,Joinville,SC
1238973,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,58604,1,4884,73000.0,1080.81,Rio de Janeiro Duque de Caxias,Duque de Caxias,RJ
1238866,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,56504,1,4709,73000.0,1080.81,Curitiba Floriano,Curitiba,PR
1103033,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2024,54595,2,2275,73000.0,1080.81,Brasília SIA,Brasília,DF
1108035,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2024,58002,2,2417,73000.0,1080.81,Joinville,Joinville,SC
1109243,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2024,59063,2,2461,73000.0,1080.81,Porto Alegre Ipiranga,Porto Alegre,RS
1225453,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,54691,1,4558,73000.0,1080.81,Curitiba Floriano,Curitiba,PR
1211511,Fiat,Argo,Drive 1.0 6V Flex,Preto,2025,50253,1,4188,73000.0,1080.81,Nova Iguaçu,Nova Iguaçu,RJ
1225989,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,59689,1,4974,73000.0,1080.81,São Bernardo do Campo,São Bernardo do Campo,SP
1115900,Fiat,Argo,1.0 6V Flex,Branco,2025,25324,1,2110,73100.0,1082.29,Várzea Grande,Várzea Grande,MT
1244267,Fiat,Argo,Drive 1.0 6V Flex,Preto,2025,20101,1,1675,73100.0,1082.29,Manaus,Manaus,AM
761175,Fiat,Strada,Endurance 1.4 Flex 8V Cs Plus,Branco,2022,54746,4,1141,73100.0,1082.29,Betim,Betim,MG
1239779,Fiat,Argo,1.0 6V Flex,Branco,2025,11521,1,960,73100.0,1082.29,Auto Shopping Fórmula,Várzea Grande,MT
1149529,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,69042,1,5754,73100.0,1082.29,Indaiatuba,Indaiatuba,SP
1226112,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,52279,1,4357,73100.0,1082.29,São Leopoldo,São Leopoldo,RS
1221548,Fiat,Argo,Drive 1.0 6V Flex,Cinza,2025,50656,1,4221,73100.0,1082.29,Caxias do Sul,Caxias do Sul,RS
1221864,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,55818,1,4652,73100.0,1082.29,Canoas,Canoas,RS
1257523,Fiat,Argo,Drive 1.0 6V Flex,Vermelho,2025,15143,1,1262,73100.0,1082.29,Manaus,Manaus,AM
1116628,Peugeot,208,Like 1.0 Flex 6V 5P Mec.,Branco,2024,25709,2,1071,73100.0,1082.29,Serra,Serra,ES
1236024,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,26249,1,2187,73100.0,1082.29,Recife Imbiribeira,Recife,PE
1199589,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,28698,1,2392,73100.0,1082.29,Recife Imbiribeira,Recife,PE
1127729,Fiat,Argo,1.0 6V Flex,Branco,2025,33426,1,2786,73100.0,1082.29,Belo Horizonte Antonio Carlos,Belo Horizonte,MG
1134444,Fiat,Argo,Drive 1.0 6V Flex,Prata,2025,58387,1,4866,73100.0,1082.29,Porto Alegre Ipiranga,Porto Alegre,RS
1180774,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Cinza,2025,41813,1,3484,73100.0,1082.29,Feira de Santana,Feira de Santana,BA
1242921,Fiat,Argo,1.0 6V Flex,Branco,2025,16391,1,1366,73100.0,1082.29,Vila Velha,Vila Velha,ES
1098449,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Cinza,2024,53802,2,2242,73100.0,1082.29,Vitória,Vitória,ES
1180583,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,57797,1,4816,73100.0,1082.29,Porto Alegre Sarandi,Porto Alegre,RS
1018410,Volkswagen,Polo,1.0 Mpi Flex 12V 5P,Branco,2024,57923,2,2413,73100.0,1082.29,Belém Senador,Belém,PA
1238285,Citroen,C3,Live Pack 1.0 Flex 6V 5P Mec.,Preto,2025,45438,1,3786,73200.0,1083.77,São Luís,São Luís,MA
1100507,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2024,42750,2,1781,73200.0,1083.77,São Paulo Vila Ema,São Paulo,SP
1164813,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Cinza,2025,35920,1,2993,73200.0,1083.77,Rio de Janeiro Duque de Caxias,Duque de Caxias,RJ
1041710,Fiat,Cronos,Drive 1.0 6V Flex,Branco,2024,71038,2,2960,73200.0,1083.77,Americana,Americana,SP
1144745,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,66792,1,5566,73200.0,1083.77,Niterói,Niterói,RJ
1144639,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,60757,1,5063,73200.0,1083.77,Auto Shopping Blumenau,Blumenau,SC
1150126,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,62088,1,5174,73200.0,1083.77,Rio de Janeiro Recreio dos Bandeirantes,Rio de Janeiro,RJ
968053,Fiat,Cronos,Drive 1.0 6V Flex,Branco,2024,75219,2,3134,73200.0,1083.77,São José dos Campos,São José dos Campos,SP
1020941,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2024,40328,2,1680,73200.0,1083.77,São Carlos,São Carlos,SP
1149579,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,69308,1,5776,73200.0,1083.77,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1210556,Hyundai,Hb20,Comfort Plus 1.0 Flex 12V Mec.,Branco,2025,60244,1,5020,73300.0,1085.25,Londrina,Londrina,PR
1115126,Fiat,Argo,Drive 1.0 6V Flex,Preto,2025,59425,1,4952,73300.0,1085.25,Vila Velha,Vila Velha,ES
1174886,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,74161,1,6180,73300.0,1085.25,Itajaí,Itajaí,SC
1013634,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Preto,2024,56786,2,2366,73300.0,1085.25,Fortaleza Av. Santos Dumont,Fortaleza,CE
1109250,Volkswagen,Saveiro,Robust 1.6 Total Flex 16V,Branco,2024,69197,2,2883,73300.0,1085.25,Campo Grande,Campo Grande,MS
1221885,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,57345,1,4779,73300.0,1085.25,Rio de Janeiro Tijuca,Rio de Janeiro,RJ
1181610,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,80019,1,6668,73300.0,1085.25,Campo Grande,Campo Grande,MS
1155430,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Prata,2025,76013,1,6334,73300.0,1085.25,São Paulo Aricanduva,São Paulo,SP
1106866,Volkswagen,Saveiro,Robust 1.6 Total Flex 16V,Branco,2024,60135,2,2506,73300.0,1085.25,Brasília SIA,Brasília,DF
1164216,Hyundai,Hb20,Comfort Plus 1.0 Flex 12V Mec.,Cinza,2025,63373,1,5281,73300.0,1085.25,Curitiba Mario Tourinho,Curitiba,PR
1257656,Fiat,Argo,Drive 1.0 6V Flex,Preto,2025,77775,1,6481,73400.0,1086.73,Belo Horizonte Raja,Belo Horizonte,MG
1116678,Fiat,Argo,Drive 1.0 6V Flex,Branco,2025,52069,1,4339,73400.0,1086.73,Juiz de Fora,Juiz de Fora,MG
1199417,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Branco,2025,30357,1,2530,73400.0,1086.73,São Paulo Itaim Paulista,São Paulo,SP
1185477,Hyundai,Hb20S,Comfort Plus 1.0 Flex 12V Mec.,Cinza,2025,81732,1,6811,73400.0,1086.73,Brasília SIA,Brasília,DF
1138523,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,44043,1,3670,73400.0,1086.73,Ribeirão Preto,Ribeirão Preto,SP
1181873,Renault,Logan,Zen Flex 1.0 12V 4P Mec.,Prata,2025,45594,1,3800,73400.0,1086.73,Campinas Amoreiras,Campinas,SP
1151460,Volkswagen,Polo,Track 1.0 Flex 12V 5P,Branco,2025,61259,1,5105,73500.0,1088.21,Porto Alegre Sarandi,Porto Alegre,RS
